"Genome ID","Genome Name","Version","Species Identifier","No. Matched Families","No. Complete Alleles","Kernel Size (nts)","% Kernel Matched","Pathogenwatch Reference"
"59a995d61691f900014af82c","STY15_MERGE_AL513382","v1","90370",3273,3267,3273,99.7,"007898"
"59a995d61691f900014af82d","STY1_AL513382","v1","90370",3276,3269,3276,99.8,"007898"
"59a995d71691f900014af82e","STY16_AL513382","v1","90370",3279,3275,3279,99.8,"007898"
"59a995d8c153cc00018d8858","STY18_AL513382","v1","90370",3280,3276,3280,99.9,"007898"
"59a995d8c153cc00018d8859","STY30_AL513382","v1","90370",3282,3280,3282,99.9,"007898"
"59a995d91691f900014af82f","STY27_MERGE_AL513382","v1","90370",3257,3237,3260,99.2,"007898"
"59a995d91691f900014af830","STY31_AL513382","v1","90370",3280,3277,3280,99.9,"007898"
"59a995d95f409b000112d0e7","STY28_MERGE_AL513382","v1","90370",3281,3282,3286,99.9,"007898"
"59a995da1691f900014af831","STY32_AL513382","v1","90370",3280,3278,3280,99.9,"007898"
"59a995dac153cc00018d885a","STY34_AL513382","v1","90370",3280,3278,3280,99.9,"007898"
"59a995dc1691f900014af832","STY38_AL513382","v1","90370",3281,3278,3282,99.9,"007898"
"59a995dd1691f900014af833","STY37_AL513382","v1","90370",3282,3281,3284,99.9,"007898"
"59a995dd1691f900014af834","STY45_MERGE_AL513382","v1","90370",3284,3285,3288,100,"007898"
"59a995dd5f409b000112d0e8","STY47_AL513382","v1","90370",3278,3274,3278,99.8,"007898"
"59a995dd5f409b000112d0e9","STY48_AL513382","v1","90370",3281,3279,3281,99.9,"007898"
"59a995de1691f900014af835","STY55_AL513382","v1","90370",3281,3280,3281,99.9,"007898"
"59a995dec153cc00018d885b","STY51_AL513382","v1","90370",3282,3276,3282,99.9,"007898"
"59a995e01691f900014af836","STY61_AL513382","v1","90370",3280,3282,3284,99.9,"ERL041834"
"59a995e0c153cc00018d885c","STY60_AL513382","v1","90370",3281,3278,3282,99.9,"007898"
"59a995e15f409b000112d0ea","4STY58D1_AL513382","v1","90370",3282,3277,3285,99.9,"007898"
"59a995e21691f900014af837","STY59_AL513382","v1","90370",3275,3273,3275,99.7,"007898"
"59a995e2c153cc00018d885d","14STY78_AL513382","v1","90370",3282,3284,3286,99.9,"CT18"
"59a995e35f409b000112d0eb","STY80_AL513382","v1","90370",3281,3277,3281,99.9,"007898"
"59a995e35f409b000112d0ec","STY57_AL513382","v1","90370",3270,3260,3270,99.6,"007898"
"59a995e45f409b000112d0ed","6STY126_AL513382","v1","90370",3278,3277,3280,99.8,"007898"
"59a995e55f409b000112d0ee","STY83_AL513382","v1","90370",3279,3277,3279,99.8,"007898"
"59a995e55f409b000112d0ef","15STY132_AL513382","v1","90370",3280,3276,3280,99.9,"007898"
"59a995e61691f900014af838","STY125_MERGE_AL513382","v1","90370",3283,3282,3284,100,"007898"
"59a995e65f409b000112d0f0","16STY135_AL513382","v1","90370",3279,3276,3279,99.8,"007898"
"59a995e75f409b000112d0f1","9STY143D26_AL513382","v1","90370",3281,3280,3281,99.9,"007898"
"59a995e75f409b000112d0f2","STY136_MERGE_AL513382","v1","90370",3283,3283,3286,100,"007898"
"59a995e7c153cc00018d885e","16STY140_AL513382","v1","90370",3281,3280,3281,99.9,"007898"
"59a995e81691f900014af839","7STY127_AL513382","v1","90370",3280,3287,3287,99.9,"CT18"
"59a995e85f409b000112d0f3","10STY144_AL513382","v1","90370",3284,3284,3284,100,"007898"
"59a995e9c153cc00018d885f","11STY146_AL513382","v1","90370",3282,3281,3283,99.9,"007898"
"59a995e9c153cc00018d8860","17STY147_AL513382","v1","90370",3272,3272,3277,99.6,"ERL041834"
"59a995ea1691f900014af83a","17STY148_AL513382","v1","90370",3283,3287,3292,100,"ERL041834"
"59a995eb1691f900014af83b","14STY156_AL513382","v1","90370",3283,3283,3285,100,"007898"
"59a995eb1691f900014af83c","12STY149_AL513382","v1","90370",3283,3284,3287,100,"007898"
"59a995ec1691f900014af83d","13STY150_AL513382","v1","90370",3283,3282,3287,100,"007898"
"59a995ecc153cc00018d8861","18STY157_AL513382","v1","90370",3277,3281,3283,99.8,"ERL041834"
"59a995ee1691f900014af83e","15STY158_AL513382","v1","90370",3283,3282,3285,100,"007898"
"59a995ee1691f900014af83f","17STY160_AL513382","v1","90370",3283,3283,3284,100,"007898"
"59a995eec153cc00018d8862","19STY164_AL513382","v1","90370",3284,3284,3287,100,"Ty2"
"59a995ef1691f900014af840","16STY159_AL513382","v1","90370",3280,3278,3281,99.9,"007898"
"59a995ef1691f900014af841","18STY163_AL513382","v1","90370",3284,3284,3287,100,"007898"
"59a995ef1691f900014af842","STY169_MERGE_AL513382","v1","90370",3284,3284,3286,100,"007898"
"59a995f05f409b000112d0f4","19STY174_AL513382","v1","90370",3280,3284,3288,99.9,"ERL041834"
"59a995f11691f900014af843","25STY185_AL513382","v1","90370",3282,3279,3282,99.9,"UI4692"
"59a995f1c153cc00018d8863","STY173_MERGE_AL513382","v1","90370",3283,3285,3288,100,"007898"
"59a995f21691f900014af844","22STY176D1_AL513382","v1","90370",3278,3273,3279,99.8,"007898"
"59a995f21691f900014af845","26STY186_AL513382","v1","90370",3284,3284,3286,100,"007898"
"59a995f31691f900014af846","24STY178_AL513382","v1","90370",3280,3284,3285,99.9,"ERL041834"
"59a995f41691f900014af847","29STY196_AL513382","v1","90370",3284,3283,3287,100,"007898"
"59a995f4c153cc00018d8864","30STY200_AL513382","v1","90370",3283,3283,3283,100,"Ty2"
"59a995f51691f900014af848","STY188_MERGE_AL513382","v1","90370",3276,3273,3278,99.8,"007898"
"59a995f51691f900014af849","STY195_MERGE_AL513382","v1","90370",3283,3284,3285,100,"007898"
"59a995f61691f900014af84a","20STY202_AL513382","v1","90370",3282,3284,3288,99.9,"ERL041834"
"59a995f65f409b000112d0f5","18STY210_AL513382","v1","90370",3273,3264,3273,99.7,"007898"
"59a995f71691f900014af84b","24STY213_AL513382","v1","90370",3281,3283,3287,99.9,"ERL041834"
"59a995f81691f900014af84c","31STY216_AL513382","v1","90370",3283,3281,3284,100,"007898"
"59a995f91691f900014af84d","32STY226_AL513382","v1","90370",3282,3282,3283,99.9,"007898"
"59a995f95f409b000112d0f6","21STY219D1_AL513382","v1","90370",3272,3260,3272,99.6,"007898"
"59a995fa1691f900014af84e","23STY222_AL513382","v1","90370",3284,3285,3287,100,"007898"
"59a995fa5f409b000112d0f7","STY232_MERGE_AL513382","v1","90370",3284,3283,3286,100,"007898"
"59a995fb1691f900014af84f","20STY229_AL513382","v1","90370",3282,3279,3282,99.9,"007898"
"59a995fbc153cc00018d8865","24STY235D1_AL513382","v1","90370",3282,3282,3285,99.9,"007898"
"59a995fcc153cc00018d8866","STY236_MERGE_AL513382","v1","90370",3283,3282,3285,100,"007898"
"59a995fcc153cc00018d8867","28STY239_AL513382","v1","90370",3245,3205,3246,98.8,"007898"
"59a995fcc153cc00018d8868","2533_AL513382","v1","90370",3283,3282,3283,100,"007898"
"59a995fd1691f900014af850","12STY244_AL513382","v1","90370",3284,3284,3285,100,"007898"
"59a995fd1691f900014af851","29STY240_AL513382","v1","90370",3279,3279,3281,99.8,"007898"
"59a995fd1691f900014af852","2546_AL513382","v1","90370",3280,3388,3389,99.9,"ERL041834"
"59a995fec153cc00018d8869","535_AL513382","v1","90370",3280,3282,3291,99.9,"ERL041834"
"59a998645f409b000112d113","H143760533","v1","90370",3281,3279,3281,99.9,"11909_3"
"59a998865f409b000112d125","9468","v1","90370",3283,3283,3283,100,"007898"
"59a99a251691f900014af929","11800_1_53_NepH07288307_2007","v1","90370",3268,3255,3268,99.5,"007898"
"5bd1ff433085e8002dd9e63b","208761","v1","90370",3284,3283,3284,100,"ERL024120"
"5bd1ff433085e8002dd9e656","ERS1545412","v1","90370",3282,3281,3282,99.9,"CT18"
"5bd1ff433085e8002dd9e657","ERS1545410","v1","90370",3281,3286,3286,99.9,"ERL041834"
"5bd1ff433085e8002dd9e658","ERS1545413","v1","90370",3284,3289,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e659","ERS1545414","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e65a","ERS1545411","v1","90370",3281,3280,3281,99.9,"007898"
"5bd1ff433085e8002dd9e65b","ERS1545417","v1","90370",3284,3288,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e65c","ERS1545418","v1","90370",3282,3278,3282,99.9,"007898"
"5bd1ff433085e8002dd9e65d","ERS1545416","v1","90370",3284,3288,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e65e","ERS1545419","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e65f","ERS1545422","v1","90370",3283,3283,3283,100,"007898"
"5bd1ff433085e8002dd9e660","ERS1545420","v1","90370",3284,3287,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e661","ERS1545424","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e662","ERS1545425","v1","90370",3284,3288,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e663","ERS1545426","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e664","ERS1545427","v1","90370",3284,3284,3284,100,"UI4692"
"5bd1ff433085e8002dd9e665","ERS1545415","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e666","ERS1545423","v1","90370",3283,3283,3283,100,"007898"
"5bd1ff433085e8002dd9e667","ERS1545431","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e668","ERS1545428","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e669","ERS1545432","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e66a","ERS1545433","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e66b","ERS1545436","v1","90370",3284,3284,3284,100,"Ty2"
"5bd1ff433085e8002dd9e66c","ERS1545435","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e66d","ERS1545434","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff433085e8002dd9e66e","ERS1545430","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e66f","ERS1545437","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff433085e8002dd9e670","ERS1545441","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff433085e8002dd9e671","ERS1545440","v1","90370",3284,3289,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e672","ERS1545442","v1","90370",3283,3281,3283,100,"007898"
"5bd1ff433085e8002dd9e673","ERS1545438","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff433085e8002dd9e674","ERS1545439","v1","90370",3284,3284,3284,100,"Ty2"
"5bd1ff433085e8002dd9e675","ERS1545447","v1","90370",3284,3288,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e676","ERS1545445","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e677","ERS1545444","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e678","ERS1545448","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e679","ERS1545450","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e67a","ERS1545451","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e67b","ERS1545452","v1","90370",3283,3279,3283,100,"007898"
"5bd1ff433085e8002dd9e67c","ERS1545454","v1","90370",3281,3277,3281,99.9,"ST1921-06"
"5bd1ff433085e8002dd9e67d","ERS1545455","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e67e","ERS1545456","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e67f","ERS1545459","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e680","ERS1545458","v1","90370",3283,3280,3283,100,"007898"
"5bd1ff433085e8002dd9e681","ERS1545460","v1","90370",3283,3279,3283,100,"007898"
"5bd1ff433085e8002dd9e682","ERS1545453","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e683","ERS1545464","v1","90370",3283,3283,3283,100,"007898"
"5bd1ff433085e8002dd9e684","ERS1545465","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e685","ERS1545468","v1","90370",3284,3283,3284,100,"007898"
"5bd1ff433085e8002dd9e686","ERS1545477","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e687","ERS1545472","v1","90370",3283,3282,3283,100,"UI4692"
"5bd1ff433085e8002dd9e688","ERS1545467","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e689","ERS1545478","v1","90370",3284,3284,3284,100,"Ty2"
"5bd1ff433085e8002dd9e68a","ERS1545466","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e68b","ERS1545486","v1","90370",3284,3289,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e68c","ERS1545481","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff433085e8002dd9e68d","ERS1545479","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e68e","ERS1545488","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff433085e8002dd9e68f","ERS1545490","v1","90370",3284,3289,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e690","ERS1545487","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e691","ERS1545489","v1","90370",3284,3289,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e692","ERS1545491","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e693","ERS1545495","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff433085e8002dd9e694","ERS1545493","v1","90370",3284,3289,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e695","ERS1545494","v1","90370",3284,3284,3284,100,"UI4692"
"5bd1ff433085e8002dd9e696","ERS1545492","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e697","ERS1545496","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff433085e8002dd9e698","ERS1545499","v1","90370",3283,3282,3283,100,"UI4692"
"5bd1ff433085e8002dd9e699","ERS1545501","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e69a","ERS1545497","v1","90370",3284,3283,3284,100,"007898"
"5bd1ff433085e8002dd9e69b","ERS1545500","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e69c","ERS1545498","v1","90370",3284,3281,3284,100,"ST1921-06"
"5bd1ff433085e8002dd9e69d","ERS1545502","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e69e","ERS1545504","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e69f","ERS1545503","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6a0","ERS1545505","v1","90370",3284,3284,3284,100,"ERL041834"
"5bd1ff433085e8002dd9e6a1","ERS1545508","v1","90370",3282,3282,3282,99.9,"CT18"
"5bd1ff433085e8002dd9e6a2","ERS1545507","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6a3","ERS1545506","v1","90370",3283,3282,3283,100,"UI4692"
"5bd1ff433085e8002dd9e6a4","ERS1545509","v1","90370",3284,3289,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e6a5","ERS1545512","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6a6","ERS1545511","v1","90370",3282,3282,3282,99.9,"CT18"
"5bd1ff433085e8002dd9e6a7","ERS1545513","v1","90370",3284,3284,3284,100,"UI4692"
"5bd1ff433085e8002dd9e6a8","ERS1545515","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6a9","ERS1545516","v1","90370",3280,3279,3280,99.9,"UI4692"
"5bd1ff433085e8002dd9e6aa","ERS1545517","v1","90370",3282,3282,3282,99.9,"CT18"
"5bd1ff433085e8002dd9e6ab","ERS1545518","v1","90370",3284,3284,3284,100,"UI4692"
"5bd1ff433085e8002dd9e6ac","ERS1545519","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6ad","ERS1545520","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6ae","ERS1545522","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6af","ERS1545521","v1","90370",3284,3289,3289,100,"ERL041834"
"5bd1ff433085e8002dd9e6b0","ERS1545524","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6b1","ERS1545525","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6b2","ERS1545514","v1","90370",3284,3284,3284,100,"ERL041834"
"5bd1ff433085e8002dd9e6b3","ERS1545526","v1","90370",3283,3279,3283,100,"007898"
"5bd1ff433085e8002dd9e6b4","ERS1545523","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6b5","ERS1545527","v1","90370",3282,3282,3282,99.9,"CT18"
"5bd1ff433085e8002dd9e6b6","ERS1545528","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6b7","ERS1545531","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6b8","ERS1545530","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6b9","ERS1545532","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6ba","ERS1545529","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff433085e8002dd9e6bb","ERS1545533","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff433085e8002dd9e6bc","ERS1545535","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6bd","ERS1545534","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6be","ERS1545536","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6bf","ERS1545538","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6c0","ERS1545537","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6c1","ERS1545540","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6c2","ERS1545539","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6c3","ERS1545544","v1","90370",3284,3289,3289,100,"ERL041834"
"5bd1ff443085e8002dd9e6c4","ERS1545541","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6c5","ERS1545543","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6c6","ERS1545542","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6c7","ERS1545545","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6c8","ERS1545546","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6c9","ERS1545548","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6ca","ERS1545547","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6cb","ERS1545551","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6cc","ERS1545550","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6cd","ERS1545554","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6ce","ERS1545557","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6cf","ERS1545555","v1","90370",3283,3281,3283,100,"007898"
"5bd1ff443085e8002dd9e6d0","ERS1545561","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6d1","ERS1545549","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6d2","ERS1545558","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6d3","ERS1545560","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6d4","ERS1545562","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6d5","ERS1545564","v1","90370",3282,3282,3282,99.9,"CT18"
"5bd1ff443085e8002dd9e6d6","ERS1545567","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6d7","ERS1545566","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6d8","ERS1545568","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6d9","ERS1545565","v1","90370",3283,3281,3283,100,"007898"
"5bd1ff443085e8002dd9e6da","ERS1545621","v1","90370",3284,3284,3284,100,"ERL041834"
"5bd1ff443085e8002dd9e6db","ERS1545589","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6dc","ERS1545622","v1","90370",3284,3283,3284,100,"UI4692"
"5bd1ff443085e8002dd9e6dd","ERS1545623","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6de","ERS1545624","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6df","ERS1545627","v1","90370",3284,3283,3284,100,"007898"
"5bd1ff443085e8002dd9e6e0","ERS1545625","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6e1","ERS1545626","v1","90370",3282,3281,3282,99.9,"ERL024120"
"5bd1ff443085e8002dd9e6e2","ERS1545628","v1","90370",3284,3284,3284,100,"007898"
"5bd1ff443085e8002dd9e6e3","ERS1545632","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6e4","ERS1545630","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6e5","ERS1545631","v1","90370",3284,3288,3289,100,"ERL041834"
"5bd1ff443085e8002dd9e6e6","ERS1545633","v1","90370",3283,3282,3283,100,"007898"
"5bd1ff443085e8002dd9e6e7","ERS1545634","v1","90370",3283,3282,3283,100,"007898"
